Unnamed: 0,src_airport_code,src_airport_name,src_airport_lat,src_airport_lon,src_airport_ctry,src_airport_rgn,src_airport_sbrgn,dstn_airport_code,dstn_airport_name,dstn_airport_lat,dstn_airport_lon,dstn_airport_ctry,dstn_airport_rgn,dstn_airport_sbrgn,airline,flight_distance,flight_duration,aircraft_model_code,aircraft_model_name,capacity,flow
387,DAC,Hazrat Shahjalal International Airport,23.8433,90.3978,Bangladesh,Asia,Southern Asia,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,Qatar Airways,2429,5:21,320,Airbus A320-100/200,180,0
388,DAC,Hazrat Shahjalal International Airport,23.8433,90.3978,Bangladesh,Asia,Southern Asia,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,Qatar Airways,2429,5:21,332,Airbus A330-200,406,0
389,DAR,Julius Nyerere International Airport,-6.87811,39.2026,"Tanzania, United Republic of",Africa,Sub-Saharan Africa,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,Qatar Airways,2371,5:14,320,Airbus A320-100/200,180,0
390,DAR,Julius Nyerere International Airport,-6.87811,39.2026,"Tanzania, United Republic of",Africa,Sub-Saharan Africa,JRO,Kilimanjaro International Airport,-3.42941,37.0745,"Tanzania, United Republic of",Africa,Sub-Saharan Africa,Qatar Airways,279,1:03,320,Airbus A320-100/200,180,0
391,DEL,Indira Gandhi International Airport,28.5665,77.1031,India,Asia,Southern Asia,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,Qatar Airways,1583,3:39,788,Boeing 787-8,296,0
392,DMM,King Fahd International Airport,26.4712,49.7979,Saudi Arabia,Asia,Western Asia,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,Qatar Airways,139,0:46,788,Boeing 787-8,296,0
393,DMM,King Fahd International Airport,26.4712,49.7979,Saudi Arabia,Asia,Western Asia,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,Qatar Airways,139,0:46,321,Airbus A321-100/200,240,0
394,DMM,King Fahd International Airport,26.4712,49.7979,Saudi Arabia,Asia,Western Asia,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,Qatar Airways,139,0:46,77W,Boeing 777-300ER,396,0
395,DMM,King Fahd International Airport,26.4712,49.7979,Saudi Arabia,Asia,Western Asia,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,Qatar Airways,139,0:46,333,Airbus A330-300,440,0
396,DMM,King Fahd International Airport,26.4712,49.7979,Saudi Arabia,Asia,Western Asia,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,Qatar Airways,139,0:46,320,Airbus A320-100/200,180,0
397,DMM,King Fahd International Airport,26.4712,49.7979,Saudi Arabia,Asia,Western Asia,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,Qatar Airways,139,0:46,332,Airbus A330-200,406,0
398,DMM,King Fahd International Airport,26.4712,49.7979,Saudi Arabia,Asia,Western Asia,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,Qatar Airways,139,0:46,319,Airbus A319,160,0
399,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,ADD,Addis Ababa Bole International Airport,8.97778,38.7994,Ethiopia,Africa,Sub-Saharan Africa,Qatar Airways,1405,3:18,320,Airbus A320-100/200,180,0
400,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,ALG,Houari Boumediene Airport,36.691,3.21541,Algeria,Africa,Northern Africa,Qatar Airways,2938,6:22,77W,Boeing 777-300ER,396,0
401,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,AMD,Sardar Vallabhbhai Patel International Airport,23.0772,72.6347,India,Asia,Southern Asia,Qatar Airways,1331,3:09,321,Airbus A321-100/200,240,0
402,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,AMM,Queen Alia International Airport,31.7226,35.9932,Jordan,Asia,Western Asia,Qatar Airways,1045,2:35,77W,Boeing 777-300ER,396,0
403,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,AMM,Queen Alia International Airport,31.7226,35.9932,Jordan,Asia,Western Asia,Qatar Airways,1045,2:35,333,Airbus A330-300,440,0
404,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,AMM,Queen Alia International Airport,31.7226,35.9932,Jordan,Asia,Western Asia,Qatar Airways,1045,2:35,332,Airbus A330-200,406,0
405,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,AMM,Queen Alia International Airport,31.7226,35.9932,Jordan,Asia,Western Asia,Qatar Airways,1045,2:35,77L,Boeing 777-200LR,317,0
406,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,ARN,Stockholm Arlanda Airport,59.6519,17.9186,Sweden,Europe,Northern Europe,Qatar Airways,2867,6:14,788,Boeing 787-8,296,0
407,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,ATH,Athens International Airport (Eleftherios Venizelos Airport),37.9364,23.9445,Greece,Europe,Southern Europe,Qatar Airways,1836,4:10,333,Airbus A330-300,440,0
408,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,ATH,Athens International Airport (Eleftherios Venizelos Airport),37.9364,23.9445,Greece,Europe,Southern Europe,Qatar Airways,1836,4:10,321,Airbus A321-100/200,240,0
409,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,ATH,Athens International Airport (Eleftherios Venizelos Airport),37.9364,23.9445,Greece,Europe,Southern Europe,Qatar Airways,1836,4:10,332,Airbus A330-200,406,0
410,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,ATQ,Sri Guru Ram Dass Jee International Airport,31.7096,74.7973,India,Asia,Southern Asia,Qatar Airways,1472,3:26,321,Airbus A321-100/200,240,0
411,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,AUH,Abu Dhabi International Airport,24.433,54.6511,United Arab Emirates,Asia,Western Asia,Qatar Airways,199,0:53,320,Airbus A320-100/200,180,0
412,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,AUH,Abu Dhabi International Airport,24.433,54.6511,United Arab Emirates,Asia,Western Asia,Qatar Airways,199,0:53,319,Airbus A319,160,0
413,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,AUH,Abu Dhabi International Airport,24.433,54.6511,United Arab Emirates,Asia,Western Asia,Qatar Airways,199,0:53,321,Airbus A321-100/200,240,0
414,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,BAH,Bahrain International Airport,26.2708,50.6336,Bahrain,Asia,Western Asia,Qatar Airways,91,0:40,320,Airbus A320-100/200,180,0
415,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,BAH,Bahrain International Airport,26.2708,50.6336,Bahrain,Asia,Western Asia,Qatar Airways,91,0:40,321,Airbus A321-100/200,240,0
416,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,BAH,Bahrain International Airport,26.2708,50.6336,Bahrain,Asia,Western Asia,Qatar Airways,91,0:40,319,Airbus A319,160,0
417,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,BAH,Bahrain International Airport,26.2708,50.6336,Bahrain,Asia,Western Asia,Qatar Airways,91,0:40,333,Airbus A330-300,440,0
418,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,BCN,Barcelona El Prat Airport,41.2971,2.07846,Spain,Europe,Southern Europe,Qatar Airways,3019,6:32,332,Airbus A330-200,406,0
419,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,BEY,Beirut-Rafic Hariri International Airport / Beirut Air Base,33.8209,35.4884,Lebanon,Asia,Western Asia,Qatar Airways,1131,2:45,320,Airbus A320-100/200,180,0
420,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,BEY,Beirut-Rafic Hariri International Airport / Beirut Air Base,33.8209,35.4884,Lebanon,Asia,Western Asia,Qatar Airways,1131,2:45,321,Airbus A321-100/200,240,0
421,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,BGW,Baghdad International Airport,33.2625,44.2346,Iraq,Asia,Western Asia,Qatar Airways,707,1:54,320,Airbus A320-100/200,180,0
422,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,BKK,Suvarnabhumi Airport,13.6811,100.747,Thailand,Asia,South-eastern Asia,Qatar Airways,3278,7:03,77W,Boeing 777-300ER,396,0
423,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,BLR,Kempegowda International Airport,13.1979,77.7063,India,Asia,Southern Asia,Qatar Airways,1889,4:16,788,Boeing 787-8,296,0
424,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,BOM,Chhatrapati Shivaji International Airport,19.0887,72.8679,India,Asia,Southern Asia,Qatar Airways,1422,3:20,77W,Boeing 777-300ER,396,0
425,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,BRU,Brussels Airport (Zaventem Airport),50.9014,4.48444,Belgium,Europe,Western Europe,Qatar Airways,3038,6:34,788,Boeing 787-8,296,0
426,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,BSR,Basra International Airport,30.5491,47.6621,Iraq,Asia,Western Asia,Qatar Airways,436,1:22,320,Airbus A320-100/200,180,0
427,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,BUD,Budapest Ferenc Liszt International Airport,47.4298,19.2611,Hungary,Europe,Eastern Europe,Qatar Airways,2332,5:09,321,Airbus A321-100/200,240,0
428,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,BUD,Budapest Ferenc Liszt International Airport,47.4298,19.2611,Hungary,Europe,Eastern Europe,Qatar Airways,2332,5:09,320,Airbus A320-100/200,180,0
429,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,CAI,Cairo International Airport,30.1219,31.4056,Egypt,Africa,Northern Africa,Qatar Airways,1277,3:03,77L,Boeing 777-200LR,317,0
430,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,CAI,Cairo International Airport,30.1219,31.4056,Egypt,Africa,Northern Africa,Qatar Airways,1277,3:03,77W,Boeing 777-300ER,396,0
431,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,CAI,Cairo International Airport,30.1219,31.4056,Egypt,Africa,Northern Africa,Qatar Airways,1277,3:03,333,Airbus A330-300,440,0
432,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,CAI,Cairo International Airport,30.1219,31.4056,Egypt,Africa,Northern Africa,Qatar Airways,1277,3:03,320,Airbus A320-100/200,180,0
433,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,CAN,Guangzhou Baiyun International Airport,23.3924,113.299,China,Asia,Eastern Asia,Qatar Airways,3848,8:11,77W,Boeing 777-300ER,396,0
434,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,CCJ,Calicut International Airport,11.1368,75.9553,India,Asia,Southern Asia,Qatar Airways,1866,4:13,320,Airbus A320-100/200,180,0
435,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,CCJ,Calicut International Airport,11.1368,75.9553,India,Asia,Southern Asia,Qatar Airways,1866,4:13,321,Airbus A321-100/200,240,0
436,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,CCU,Netaji Subhas Chandra Bose International Airport,22.6547,88.4467,India,Asia,Southern Asia,Qatar Airways,2324,5:08,320,Airbus A320-100/200,180,0
437,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,CDG,Paris Charles de Gaulle Airport,49.0097,2.54778,France,Europe,Western Europe,Qatar Airways,3085,6:40,346,Airbus A340-600,372,0
438,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,CDG,Paris Charles de Gaulle Airport,49.0097,2.54778,France,Europe,Western Europe,Qatar Airways,3085,6:40,77W,Boeing 777-300ER,396,0
439,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,CGK,Soekarno–Hatta International Airport,-6.12556,106.656,Indonesia,Asia,South-eastern Asia,Qatar Airways,4281,9:03,332,Airbus A330-200,406,0
440,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,CGK,Soekarno–Hatta International Airport,-6.12556,106.656,Indonesia,Asia,South-eastern Asia,Qatar Airways,4281,9:03,77W,Boeing 777-300ER,396,0
441,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,CGK,Soekarno–Hatta International Airport,-6.12556,106.656,Indonesia,Asia,South-eastern Asia,Qatar Airways,4281,9:03,333,Airbus A330-300,440,0
442,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,CKG,Chongqing Jiangbei International Airport,29.7192,106.642,China,Asia,Eastern Asia,Qatar Airways,3353,7:12,332,Airbus A330-200,406,0
443,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,CMB,Bandaranaike International Airport,7.18076,79.8841,Sri Lanka,Asia,Southern Asia,Qatar Airways,2243,4:59,321,Airbus A321-100/200,240,0
444,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,CMB,Bandaranaike International Airport,7.18076,79.8841,Sri Lanka,Asia,Southern Asia,Qatar Airways,2243,4:59,320,Airbus A320-100/200,180,0
445,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,CMB,Bandaranaike International Airport,7.18076,79.8841,Sri Lanka,Asia,Southern Asia,Qatar Airways,2243,4:59,77W,Boeing 777-300ER,396,0
446,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,CMN,Mohammed V International Airport,33.3675,-7.58997,Morocco,Africa,Northern Africa,Qatar Airways,3561,7:37,333,Airbus A330-300,440,0
447,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,CMN,Mohammed V International Airport,33.3675,-7.58997,Morocco,Africa,Northern Africa,Qatar Airways,3561,7:37,332,Airbus A330-200,406,0
448,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,COK,Cochin International Airport (Nedumbassery Airport),10.152,76.4019,India,Asia,Southern Asia,Qatar Airways,1930,4:21,333,Airbus A330-300,440,0
449,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,COK,Cochin International Airport (Nedumbassery Airport),10.152,76.4019,India,Asia,Southern Asia,Qatar Airways,1930,4:21,346,Airbus A340-600,372,0
450,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,CPH,Copenhagen Airport,55.6179,12.656,Denmark,Europe,Northern Europe,Qatar Airways,2862,6:13,788,Boeing 787-8,296,0
451,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,CRK,Clark International Airport,15.186,120.56,Philippines,Asia,South-eastern Asia,Qatar Airways,4476,9:27,333,Airbus A330-300,440,0
452,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,CRK,Clark International Airport,15.186,120.56,Philippines,Asia,South-eastern Asia,Qatar Airways,4476,9:27,332,Airbus A330-200,406,0
453,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,CTU,Chengdu Shuangliu International Airport,30.5785,103.947,China,Asia,Eastern Asia,Qatar Airways,3186,6:52,332,Airbus A330-200,406,0
454,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,DAC,Hazrat Shahjalal International Airport,23.8433,90.3978,Bangladesh,Asia,Southern Asia,Qatar Airways,2429,5:21,333,Airbus A330-300,440,0
455,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,DAC,Hazrat Shahjalal International Airport,23.8433,90.3978,Bangladesh,Asia,Southern Asia,Qatar Airways,2429,5:21,320,Airbus A320-100/200,180,0
456,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,DAC,Hazrat Shahjalal International Airport,23.8433,90.3978,Bangladesh,Asia,Southern Asia,Qatar Airways,2429,5:21,332,Airbus A330-200,406,0
457,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,DAR,Julius Nyerere International Airport,-6.87811,39.2026,"Tanzania, United Republic of",Africa,Sub-Saharan Africa,Qatar Airways,2371,5:14,320,Airbus A320-100/200,180,0
458,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,DEL,Indira Gandhi International Airport,28.5665,77.1031,India,Asia,Southern Asia,Qatar Airways,1583,3:39,788,Boeing 787-8,296,0
459,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,DMM,King Fahd International Airport,26.4712,49.7979,Saudi Arabia,Asia,Western Asia,Qatar Airways,139,0:46,788,Boeing 787-8,296,0
460,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,DMM,King Fahd International Airport,26.4712,49.7979,Saudi Arabia,Asia,Western Asia,Qatar Airways,139,0:46,321,Airbus A321-100/200,240,0
461,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,DMM,King Fahd International Airport,26.4712,49.7979,Saudi Arabia,Asia,Western Asia,Qatar Airways,139,0:46,77W,Boeing 777-300ER,396,0
462,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,DMM,King Fahd International Airport,26.4712,49.7979,Saudi Arabia,Asia,Western Asia,Qatar Airways,139,0:46,333,Airbus A330-300,440,0
463,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,DMM,King Fahd International Airport,26.4712,49.7979,Saudi Arabia,Asia,Western Asia,Qatar Airways,139,0:46,320,Airbus A320-100/200,180,0
464,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,DMM,King Fahd International Airport,26.4712,49.7979,Saudi Arabia,Asia,Western Asia,Qatar Airways,139,0:46,332,Airbus A330-200,406,0
465,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,DMM,King Fahd International Airport,26.4712,49.7979,Saudi Arabia,Asia,Western Asia,Qatar Airways,139,0:46,319,Airbus A319,160,0
466,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,DWC,Al Maktoum International Airport,24.8964,55.1614,United Arab Emirates,Asia,Western Asia,Qatar Airways,223,0:56,320,Airbus A320-100/200,180,0
467,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,DWC,Al Maktoum International Airport,24.8964,55.1614,United Arab Emirates,Asia,Western Asia,Qatar Airways,223,0:56,321,Airbus A321-100/200,240,0
468,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,DWC,Al Maktoum International Airport,24.8964,55.1614,United Arab Emirates,Asia,Western Asia,Qatar Airways,223,0:56,319,Airbus A319,160,0
469,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Qatar Airways,234,0:58,788,Boeing 787-8,296,0
470,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Qatar Airways,234,0:58,321,Airbus A321-100/200,240,0
471,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Qatar Airways,234,0:58,320,Airbus A320-100/200,180,0
472,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Qatar Airways,234,0:58,77W,Boeing 777-300ER,396,0
473,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Qatar Airways,234,0:58,77L,Boeing 777-200LR,317,0
474,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Qatar Airways,234,0:58,332,Airbus A330-200,406,0
475,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,Qatar Airways,234,0:58,333,Airbus A330-300,440,0
476,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,EBB,Entebbe International Airport,0.042386,32.4435,Uganda,Africa,Sub-Saharan Africa,Qatar Airways,2161,4:49,320,Airbus A320-100/200,180,0
477,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,EBL,Erbil International Airport,36.2376,43.9632,Iraq,Asia,Western Asia,Qatar Airways,881,2:15,320,Airbus A320-100/200,180,0
478,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,ELQ,Prince Nayef bin Abdulaziz Regional Airport,26.3028,43.7744,Saudi Arabia,Asia,Western Asia,Qatar Airways,492,1:29,320,Airbus A320-100/200,180,0
479,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,ELQ,Prince Nayef bin Abdulaziz Regional Airport,26.3028,43.7744,Saudi Arabia,Asia,Western Asia,Qatar Airways,492,1:29,319,Airbus A319,160,0
480,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,ESB,Ankara Esenboğa Airport,40.1281,32.995,Türkiye,Asia,Western Asia,Qatar Airways,1484,3:28,320,Airbus A320-100/200,180,0
481,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,FCO,Rome–Fiumicino International Airport,41.8003,12.2389,Italy,Europe,Southern Europe,Qatar Airways,2508,5:30,333,Airbus A330-300,440,0
482,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,FCO,Rome–Fiumicino International Airport,41.8003,12.2389,Italy,Europe,Southern Europe,Qatar Airways,2508,5:30,320,Airbus A320-100/200,180,0
483,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,FRA,Frankfurt Airport,50.0333,8.57056,Germany,Europe,Western Europe,Qatar Airways,2848,6:11,77L,Boeing 777-200LR,317,0
484,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,FRA,Frankfurt Airport,50.0333,8.57056,Germany,Europe,Western Europe,Qatar Airways,2848,6:11,788,Boeing 787-8,296,0
485,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,FRA,Frankfurt Airport,50.0333,8.57056,Germany,Europe,Western Europe,Qatar Airways,2848,6:11,77W,Boeing 777-300ER,396,0
486,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,GOI,Goa International Airport (Dabolim Airport),15.3808,73.8314,India,Asia,Southern Asia,Qatar Airways,1589,3:40,321,Airbus A321-100/200,240,0
487,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,GRU,Guarulhos International Airport,-23.4322,-46.4692,Brazil,Americas,Latin America and the Caribbean,Qatar Airways,7364,15:13,77L,Boeing 777-200LR,317,0
488,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,GVA,Geneva Airport,46.2381,6.10895,Switzerland,Europe,Western Europe,Qatar Airways,2878,6:15,320,Airbus A320-100/200,180,0
489,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,GYD,Heydar Aliyev International Airport,40.4675,50.0467,Azerbaijan,Asia,Western Asia,Qatar Airways,1053,2:36,320,Airbus A320-100/200,180,0
490,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,HBE,Borg El Arab Airport,30.9177,29.6964,Egypt,Africa,Northern Africa,Qatar Airways,1387,3:16,320,Airbus A320-100/200,180,0
491,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,HGH,Hangzhou Xiaoshan International Airport,30.2295,120.434,China,Asia,Eastern Asia,Qatar Airways,4156,8:48,332,Airbus A330-200,406,0
492,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,HGH,Hangzhou Xiaoshan International Airport,30.2295,120.434,China,Asia,Eastern Asia,Qatar Airways,4156,8:48,333,Airbus A330-300,440,0
493,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,HKG,Hong Kong International Airport (Chek Lap Kok Airport),22.3089,113.915,Hong Kong,Asia,Eastern Asia,Qatar Airways,3906,8:18,333,Airbus A330-300,440,0
494,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,HKG,Hong Kong International Airport (Chek Lap Kok Airport),22.3089,113.915,Hong Kong,Asia,Eastern Asia,Qatar Airways,3906,8:18,332,Airbus A330-200,406,0
495,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,IAD,Washington Dulles International Airport,38.9445,-77.4558,United States of America,Americas,Northern America,Qatar Airways,6910,14:19,77W,Boeing 777-300ER,396,0
496,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,IAH,George Bush Intercontinental Airport,29.9844,-95.3414,United States of America,Americas,Northern America,Qatar Airways,8031,16:33,77L,Boeing 777-200LR,317,0
497,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,ICN,Incheon International Airport,37.4633,126.44,"Korea, Republic of",Asia,Eastern Asia,Qatar Airways,4379,9:15,333,Airbus A330-300,440,0
498,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,IKA,Imam Khomeini International Airport,35.4161,51.1522,"Iran, Islamic Republic of",Asia,Southern Asia,Qatar Airways,700,1:54,320,Airbus A320-100/200,180,0
499,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,IKA,Imam Khomeini International Airport,35.4161,51.1522,"Iran, Islamic Republic of",Asia,Southern Asia,Qatar Airways,700,1:54,321,Airbus A321-100/200,240,0
500,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,ISL,Istanbul Ataturk Airport,40.9769,28.8146,Türkiye,Asia,Western Asia,Qatar Airways,1697,3:53,333,Airbus A330-300,440,0
501,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,ISL,Istanbul Ataturk Airport,40.9769,28.8146,Türkiye,Asia,Western Asia,Qatar Airways,1697,3:53,332,Airbus A330-200,406,0
502,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,ISU,Sulaimaniyah International Airport,35.5617,45.3167,Iraq,Asia,Western Asia,Qatar Airways,802,2:06,320,Airbus A320-100/200,180,0
503,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,JED,King Abdulaziz International Airport,21.6796,39.1565,Saudi Arabia,Asia,Western Asia,Qatar Airways,826,2:09,788,Boeing 787-8,296,0
504,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,JED,King Abdulaziz International Airport,21.6796,39.1565,Saudi Arabia,Asia,Western Asia,Qatar Airways,826,2:09,333,Airbus A330-300,440,0
505,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,JED,King Abdulaziz International Airport,21.6796,39.1565,Saudi Arabia,Asia,Western Asia,Qatar Airways,826,2:09,77W,Boeing 777-300ER,396,0
