,src_airport_code,src_airport_name,src_airport_lat,src_airport_lon,src_airport_ctry,src_airport_rgn,src_airport_sbrgn,dstn_airport_code,dstn_airport_name,dstn_airport_lat,dstn_airport_lon,dstn_airport_ctry,dstn_airport_rgn,dstn_airport_sbrgn,airline,flight_distance,flight_duration,aircraft_model_code,aircraft_model_name,capacity
878,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,BOM,Chhatrapati Shivaji International Airport,19.0887,72.8679,India,Asia,Southern Asia,Emirates,1196,2:53,73H,Boeing 737-800 (winglets),189
879,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,BOM,Chhatrapati Shivaji International Airport,19.0887,72.8679,India,Asia,Southern Asia,Emirates,1196,2:53,773,Boeing 777-300,451
880,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,BOS,Logan International Airport,42.3643,-71.0052,United States of America,Americas,Northern America,Emirates,6646,13:47,77L,Boeing 777-200LR,317
881,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,BSR,Basra International Airport,30.5491,47.6621,Iraq,Asia,Western Asia,Emirates,595,1:41,332,Airbus A330-200,406
882,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,CAI,Cairo International Airport,30.1219,31.4056,Egypt,Africa,Northern Africa,Emirates,1500,3:30,773,Boeing 777-300,451
883,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,CAI,Cairo International Airport,30.1219,31.4056,Egypt,Africa,Northern Africa,Emirates,1500,3:30,772,Boeing 777-200,396
884,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,CAN,Guangzhou Baiyun International Airport,23.3924,113.299,China,Asia,Eastern Asia,Emirates,3618,7:44,77W,Boeing 777-300ER,396
885,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,CCJ,Calicut International Airport,11.1368,75.9553,India,Asia,Southern Asia,Emirates,1661,3:49,332,Airbus A330-200,406
886,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,CCJ,Calicut International Airport,11.1368,75.9553,India,Asia,Southern Asia,Emirates,1661,3:49,772,Boeing 777-200,396
887,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,CCU,Netaji Subhas Chandra Bose International Airport,22.6547,88.4467,India,Asia,Southern Asia,Emirates,2090,4:40,332,Airbus A330-200,406
888,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,CDG,Paris Charles de Gaulle Airport,49.0097,2.54778,France,Europe,Western Europe,Emirates,3253,7:00,77W,Boeing 777-300ER,396
889,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,CDG,Paris Charles de Gaulle Airport,49.0097,2.54778,France,Europe,Western Europe,Emirates,3253,7:00,388,Airbus A380-800,575
890,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,CGK,Soekarno–Hatta International Airport,-6.12556,106.656,Indonesia,Asia,South-eastern Asia,Emirates,4065,8:37,77W,Boeing 777-300ER,396
891,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,CMB,Bandaranaike International Airport,7.18076,79.8841,Sri Lanka,Asia,Southern Asia,Emirates,2042,4:35,77W,Boeing 777-300ER,396
892,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,CMN,Mohammed V International Airport,33.3675,-7.58997,Morocco,Africa,Northern Africa,Emirates,3776,8:03,77W,Boeing 777-300ER,396
893,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,COK,Cochin International Airport (Nedumbassery Airport),10.152,76.4019,India,Asia,Southern Asia,Emirates,1728,3:57,772,Boeing 777-200,396
894,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,COK,Cochin International Airport (Nedumbassery Airport),10.152,76.4019,India,Asia,Southern Asia,Emirates,1728,3:57,773,Boeing 777-300,451
895,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,COK,Cochin International Airport (Nedumbassery Airport),10.152,76.4019,India,Asia,Southern Asia,Emirates,1728,3:57,332,Airbus A330-200,406
896,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,CPH,Copenhagen Airport,55.6179,12.656,Denmark,Europe,Northern Europe,Emirates,2992,6:29,77W,Boeing 777-300ER,396
897,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,CPT,Cape Town International Airport,-33.9648,18.6017,South Africa,Africa,Sub-Saharan Africa,Emirates,4746,9:59,77W,Boeing 777-300ER,396
898,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,DAC,Hazrat Shahjalal International Airport,23.8433,90.3978,Bangladesh,Asia,Southern Asia,Emirates,2196,4:53,77W,Boeing 777-300ER,396
899,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,DAR,Julius Nyerere International Airport,-6.87811,39.2026,"Tanzania, United Republic of",Africa,Sub-Saharan Africa,Emirates,2470,5:26,773,Boeing 777-300,451
900,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,DEL,Indira Gandhi International Airport,28.5665,77.1031,India,Asia,Southern Asia,Emirates,1356,3:12,772,Boeing 777-200,396
901,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,DEL,Indira Gandhi International Airport,28.5665,77.1031,India,Asia,Southern Asia,Emirates,1356,3:12,73H,Boeing 737-800 (winglets),189
902,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,DEL,Indira Gandhi International Airport,28.5665,77.1031,India,Asia,Southern Asia,Emirates,1356,3:12,77W,Boeing 777-300ER,396
903,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,DEL,Indira Gandhi International Airport,28.5665,77.1031,India,Asia,Southern Asia,Emirates,1356,3:12,773,Boeing 777-300,451
904,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,DFW,Dallas/Fort Worth International Airport,32.8968,-97.038,United States of America,Americas,Northern America,Emirates,8023,16:32,77L,Boeing 777-200LR,317
905,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,DKR,Leopold Sedar Senghor International Airport,14.7397,-17.4902,Senegal,Africa,Sub-Saharan Africa,Emirates,4730,9:57,343,Airbus A340-300,362
906,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,DMM,King Fahd International Airport,26.4712,49.7979,Saudi Arabia,Asia,Western Asia,Emirates,355,1:12,332,Airbus A330-200,406
907,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,DMM,King Fahd International Airport,26.4712,49.7979,Saudi Arabia,Asia,Western Asia,Emirates,355,1:12,773,Boeing 777-300,451
908,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,DMM,King Fahd International Airport,26.4712,49.7979,Saudi Arabia,Asia,Western Asia,Emirates,355,1:12,772,Boeing 777-200,396
909,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,Emirates,234,0:58,772,Boeing 777-200,396
910,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,Emirates,234,0:58,77W,Boeing 777-300ER,396
911,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,Emirates,234,0:58,773,Boeing 777-300,451
912,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,DOH,Hamad International Airport,25.2731,51.6081,Qatar,Asia,Western Asia,Emirates,234,0:58,332,Airbus A330-200,406
913,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,DUB,Dublin Airport,53.4213,-6.27007,Ireland,Europe,Northern Europe,Emirates,3675,7:51,77W,Boeing 777-300ER,396
914,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,DUR,King Shaka International Airport,-29.6144,31.1197,South Africa,Africa,Sub-Saharan Africa,Emirates,4115,8:43,77W,Boeing 777-300ER,396
915,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,DUS,Dusseldorf Airport,51.2895,6.76678,Germany,Europe,Western Europe,Emirates,3108,6:42,77W,Boeing 777-300ER,396
916,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,EBB,Entebbe International Airport,0.042386,32.4435,Uganda,Africa,Sub-Saharan Africa,Emirates,2317,5:08,345,Airbus A340-500,273
917,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,EBL,Erbil International Airport,36.2376,43.9632,Iraq,Asia,Western Asia,Emirates,1014,2:31,332,Airbus A330-200,406
918,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,FCO,Rome–Fiumicino International Airport,41.8003,12.2389,Italy,Europe,Southern Europe,Emirates,2697,5:53,388,Airbus A380-800,575
919,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,FCO,Rome–Fiumicino International Airport,41.8003,12.2389,Italy,Europe,Southern Europe,Emirates,2697,5:53,77W,Boeing 777-300ER,396
920,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,FRA,Frankfurt Airport,50.0333,8.57056,Germany,Europe,Western Europe,Emirates,3007,6:30,77W,Boeing 777-300ER,396
921,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,GIG,Galeao-Antonio Carlos Jobim International Airport,-22.81,-43.2506,Brazil,Americas,Latin America and the Caribbean,Emirates,7380,15:15,77W,Boeing 777-300ER,396
922,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,GLA,Glasgow Airport,55.8719,-4.43306,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Emirates,3627,7:45,77W,Boeing 777-300ER,396
923,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,GLA,Glasgow Airport,55.8719,-4.43306,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Emirates,3627,7:45,77L,Boeing 777-200LR,317
924,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,GRU,Guarulhos International Airport,-23.4322,-46.4692,Brazil,Americas,Latin America and the Caribbean,Emirates,7587,15:40,77W,Boeing 777-300ER,396
925,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,GVA,Geneva Airport,46.2381,6.10895,Switzerland,Europe,Western Europe,Emirates,3055,6:36,77L,Boeing 777-200LR,317
926,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,GVA,Geneva Airport,46.2381,6.10895,Switzerland,Europe,Western Europe,Emirates,3055,6:36,77W,Boeing 777-300ER,396
927,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,HAM,Hamburg Airport,53.6304,9.98823,Germany,Europe,Western Europe,Emirates,3033,6:33,77W,Boeing 777-300ER,396
928,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,HKG,Hong Kong International Airport (Chek Lap Kok Airport),22.3089,113.915,Hong Kong,Asia,Eastern Asia,Emirates,3676,7:51,388,Airbus A380-800,575
929,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,HKG,Hong Kong International Airport (Chek Lap Kok Airport),22.3089,113.915,Hong Kong,Asia,Eastern Asia,Emirates,3676,7:51,77W,Boeing 777-300ER,396
930,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,HKT,Phuket International Airport,8.1132,98.3169,Thailand,Asia,South-eastern Asia,Emirates,3059,6:37,77W,Boeing 777-300ER,396
931,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,HND,Haneda Airport,35.5533,139.781,Japan,Asia,Eastern Asia,Emirates,4927,10:21,77L,Boeing 777-200LR,317
932,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,IAD,Washington Dulles International Airport,38.9445,-77.4558,United States of America,Americas,Northern America,Emirates,7051,14:36,77W,Boeing 777-300ER,396
933,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,IAH,George Bush Intercontinental Airport,29.9844,-95.3414,United States of America,Americas,Northern America,Emirates,8150,16:48,77W,Boeing 777-300ER,396
934,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,ICN,Incheon International Airport,37.4633,126.44,"Korea, Republic of",Asia,Eastern Asia,Emirates,4178,8:51,388,Airbus A380-800,575
935,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,IKA,Imam Khomeini International Airport,35.4161,51.1522,"Iran, Islamic Republic of",Asia,Southern Asia,Emirates,745,1:59,772,Boeing 777-200,396
936,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,IKA,Imam Khomeini International Airport,35.4161,51.1522,"Iran, Islamic Republic of",Asia,Southern Asia,Emirates,745,1:59,77W,Boeing 777-300ER,396
937,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,IKA,Imam Khomeini International Airport,35.4161,51.1522,"Iran, Islamic Republic of",Asia,Southern Asia,Emirates,745,1:59,332,Airbus A330-200,406
938,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,ISL,Istanbul Ataturk Airport,40.9769,28.8146,Türkiye,Asia,Western Asia,Emirates,1868,4:14,77W,Boeing 777-300ER,396
939,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,JED,King Abdulaziz International Airport,21.6796,39.1565,Saudi Arabia,Asia,Western Asia,Emirates,1055,2:36,388,Airbus A380-800,575
940,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,JFK,John F. Kennedy International Airport,40.6397,-73.7789,United States of America,Americas,Northern America,Emirates,6832,14:09,388,Airbus A380-800,575
941,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,JNB,O. R. Tambo International Airport,-26.1392,28.246,South Africa,Africa,Sub-Saharan Africa,Emirates,3982,8:27,77W,Boeing 777-300ER,396
942,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,KBL,Kabul International Airport,34.5658,69.2131,Afghanistan,Asia,Southern Asia,Emirates,1047,2:35,345,Airbus A340-500,273
943,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,KBP,Boryspil International Airport,50.345,30.8947,Ukraine,Europe,Eastern Europe,Emirates,2166,4:49,345,Airbus A340-500,273
944,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,KHI,Jinnah International Airport,24.9065,67.1608,Pakistan,Asia,Southern Asia,Emirates,737,1:58,77W,Boeing 777-300ER,396
945,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,KIX,Kansai International Airport,34.4305,135.23,Japan,Asia,Eastern Asia,Emirates,4705,9:54,77W,Boeing 777-300ER,396
946,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,KRT,Khartoum International Airport,15.5895,32.5532,Sudan,Africa,Northern Africa,Emirates,1616,3:43,332,Airbus A330-200,406
947,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,KUL,Kuala Lumpur International Airport,2.74558,101.71,Malaysia,Asia,South-eastern Asia,Emirates,3446,7:23,77W,Boeing 777-300ER,396
948,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,KUL,Kuala Lumpur International Airport,2.74558,101.71,Malaysia,Asia,South-eastern Asia,Emirates,3446,7:23,773,Boeing 777-300,451
949,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,KWI,Kuwait International Airport,29.2266,47.9689,Kuwait,Asia,Western Asia,Emirates,530,1:33,77W,Boeing 777-300ER,396
950,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,KWI,Kuwait International Airport,29.2266,47.9689,Kuwait,Asia,Western Asia,Emirates,530,1:33,772,Boeing 777-200,396
951,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,KWI,Kuwait International Airport,29.2266,47.9689,Kuwait,Asia,Western Asia,Emirates,530,1:33,332,Airbus A330-200,406
952,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,KWI,Kuwait International Airport,29.2266,47.9689,Kuwait,Asia,Western Asia,Emirates,530,1:33,773,Boeing 777-300,451
953,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,LAD,Quatro de Fevereiro Airport,-8.85837,13.2312,Angola,Africa,Sub-Saharan Africa,Emirates,3683,7:51,77W,Boeing 777-300ER,396
954,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,LAD,Quatro de Fevereiro Airport,-8.85837,13.2312,Angola,Africa,Sub-Saharan Africa,Emirates,3683,7:51,332,Airbus A330-200,406
955,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,LAD,Quatro de Fevereiro Airport,-8.85837,13.2312,Angola,Africa,Sub-Saharan Africa,Emirates,3683,7:51,77L,Boeing 777-200LR,317
956,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,Emirates,8321,17:08,388,Airbus A380-800,575
957,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,LCA,Larnaca International Airport,34.8751,33.6249,Cyprus,Asia,Western Asia,Emirates,1454,3:24,773,Boeing 777-300,451
958,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,LED,Pulkovo Airport,59.8003,30.2625,Russian Federation,Europe,Eastern Europe,Emirates,2670,5:50,77L,Boeing 777-200LR,317
959,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,LED,Pulkovo Airport,59.8003,30.2625,Russian Federation,Europe,Eastern Europe,Emirates,2670,5:50,77W,Boeing 777-300ER,396
960,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,LGW,Gatwick Airport,51.1481,-0.190278,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Emirates,3398,7:17,77W,Boeing 777-300ER,396
961,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,LGW,Gatwick Airport,51.1481,-0.190278,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Emirates,3398,7:17,388,Airbus A380-800,575
962,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,LHE,Allama Iqbal International Airport,31.5216,74.4036,Pakistan,Asia,Southern Asia,Emirates,1232,2:57,77W,Boeing 777-300ER,396
963,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,LHR,Heathrow Airport,51.4775,-0.461389,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Emirates,3414,7:19,388,Airbus A380-800,575
964,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,LIS,Lisbon Portela Airport,38.7813,-9.13592,Portugal,Europe,Southern Europe,Emirates,3811,8:07,77W,Boeing 777-300ER,396
965,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,LOS,Murtala Muhammed International Airport,6.57737,3.32116,Nigeria,Africa,Sub-Saharan Africa,Emirates,3661,7:49,77W,Boeing 777-300ER,396
966,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,LUN,Kenneth Kaunda International Airport,-15.3308,28.4526,Zambia,Africa,Sub-Saharan Africa,Emirates,3336,7:10,343,Airbus A340-300,362
967,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,LYS,Lyon-Saint-Exupery Airport,45.7256,5.08111,France,Europe,Western Europe,Emirates,3097,6:41,77L,Boeing 777-200LR,317
968,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,MAA,Chennai International Airport,12.99,80.1693,India,Asia,Southern Asia,Emirates,1821,4:08,77W,Boeing 777-300ER,396
969,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,MAA,Chennai International Airport,12.99,80.1693,India,Asia,Southern Asia,Emirates,1821,4:08,772,Boeing 777-200,396
970,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,MAA,Chennai International Airport,12.99,80.1693,India,Asia,Southern Asia,Emirates,1821,4:08,332,Airbus A330-200,406
971,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,MAA,Chennai International Airport,12.99,80.1693,India,Asia,Southern Asia,Emirates,1821,4:08,773,Boeing 777-300,451
972,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,MAD,Adolfo Suarez Madrid-Barajas Airport,40.4719,-3.56264,Spain,Europe,Southern Europe,Emirates,3508,7:30,77W,Boeing 777-300ER,396
973,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,MAN,Manchester Airport,53.3537,-2.27495,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Emirates,3512,7:31,77W,Boeing 777-300ER,396
974,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,MAN,Manchester Airport,53.3537,-2.27495,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Emirates,3512,7:31,388,Airbus A380-800,575
975,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,MCT,Muscat International Airport,23.5933,58.2844,Oman,Asia,Western Asia,Emirates,216,0:55,738,Boeing 737-800,189
976,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,MCT,Muscat International Airport,23.5933,58.2844,Oman,Asia,Western Asia,Emirates,216,0:55,332,Airbus A330-200,406
977,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,MCT,Muscat International Airport,23.5933,58.2844,Oman,Asia,Western Asia,Emirates,216,0:55,E75,Embraer 175,88
978,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,MCT,Muscat International Airport,23.5933,58.2844,Oman,Asia,Western Asia,Emirates,216,0:55,73H,Boeing 737-800 (winglets),189
979,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,MCT,Muscat International Airport,23.5933,58.2844,Oman,Asia,Western Asia,Emirates,216,0:55,77W,Boeing 777-300ER,396
980,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,MCT,Muscat International Airport,23.5933,58.2844,Oman,Asia,Western Asia,Emirates,216,0:55,772,Boeing 777-200,396
981,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,MCT,Muscat International Airport,23.5933,58.2844,Oman,Asia,Western Asia,Emirates,216,0:55,E90,Embraer 190,114
982,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,MED,Prince Mohammad bin Abdulaziz Airport,24.5534,39.7051,Saudi Arabia,Asia,Western Asia,Emirates,981,2:27,332,Airbus A330-200,406
983,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,MEL,Melbourne Airport,-37.6733,144.843,Australia,Oceania,Australia and New Zealand,Emirates,7231,14:57,388,Airbus A380-800,575
984,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,MLA,Malta International Airport (Luqa Airport),35.8575,14.4775,Malta,Europe,Southern Europe,Emirates,2519,5:32,773,Boeing 777-300,451
985,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,MLE,Velana International Airport,4.19183,73.5291,Maldives,Asia,Southern Asia,Emirates,1888,4:16,773,Boeing 777-300,451
986,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,MLE,Velana International Airport,4.19183,73.5291,Maldives,Asia,Southern Asia,Emirates,1888,4:16,77W,Boeing 777-300ER,396
987,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,MNL,Ninoy Aquino International Airport / Villamor Air Base,14.5086,121.02,Philippines,Asia,South-eastern Asia,Emirates,4288,9:04,77W,Boeing 777-300ER,396
988,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,MRU,Sir Seewoosagur Ramgoolam International Airport,-20.4302,57.6836,Mauritius,Africa,Sub-Saharan Africa,Emirates,3158,6:48,388,Airbus A380-800,575
989,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,MRU,Sir Seewoosagur Ramgoolam International Airport,-20.4302,57.6836,Mauritius,Africa,Sub-Saharan Africa,Emirates,3158,6:48,77W,Boeing 777-300ER,396
990,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,MUC,Munich Airport,48.3538,11.7861,Germany,Europe,Western Europe,Emirates,2834,6:10,388,Airbus A380-800,575
991,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,MXP,Milan-Malpensa Airport,45.6306,8.72811,Italy,Europe,Southern Europe,Emirates,2923,6:20,77W,Boeing 777-300ER,396
992,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,MXP,Milan-Malpensa Airport,45.6306,8.72811,Italy,Europe,Southern Europe,Emirates,2923,6:20,773,Boeing 777-300,451
993,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,NBO,Jomo Kenyatta International Airport,-1.31924,36.9278,Kenya,Africa,Sub-Saharan Africa,Emirates,2210,4:55,77W,Boeing 777-300ER,396
994,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,NBO,Jomo Kenyatta International Airport,-1.31924,36.9278,Kenya,Africa,Sub-Saharan Africa,Emirates,2210,4:55,77L,Boeing 777-200LR,317
995,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,NCE,Nice Cote d'Azur Airport,43.6584,7.21587,France,Europe,Western Europe,Emirates,2970,6:26,77W,Boeing 777-300ER,396
996,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,NCL,Newcastle Airport,55.0375,-1.69167,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Emirates,3510,7:31,77W,Boeing 777-300ER,396
997,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,NRT,Narita International Airport,35.7653,140.386,Japan,Asia,Eastern Asia,Emirates,4955,10:24,77W,Boeing 777-300ER,396
998,DXB,Dubai International Airport,25.2528,55.3644,United Arab Emirates,Asia,Western Asia,PEK,Beijing Capital International Airport,40.0725,116.598,China,Asia,Eastern Asia,Emirates,3629,7:45,388,Airbus A380-800,575
