,src_airport_code,src_airport_name,src_airport_lat,src_airport_lon,src_airport_ctry,src_airport_rgn,src_airport_sbrgn,dstn_airport_code,dstn_airport_name,dstn_airport_lat,dstn_airport_lon,dstn_airport_ctry,dstn_airport_rgn,dstn_airport_sbrgn,airline,flight_distance,flight_duration,aircraft_model_code,aircraft_model_name,capacity
117,MLE,Velana International Airport,4.19183,73.5291,Maldives,Asia,Southern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Singapore Airlines,2110,4:43,333,Airbus A330-300,440
118,MNL,Ninoy Aquino International Airport / Villamor Air Base,14.5086,121.02,Philippines,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Singapore Airlines,1474,3:26,772,Boeing 777-200,396
119,MNL,Ninoy Aquino International Airport / Villamor Air Base,14.5086,121.02,Philippines,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Singapore Airlines,1474,3:26,333,Airbus A330-300,440
120,MUC,Munich Airport,48.3538,11.7861,Germany,Europe,Western Europe,MAN,Manchester Airport,53.3537,-2.27495,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Singapore Airlines,701,1:54,77W,Boeing 777-300ER,396
121,MUC,Munich Airport,48.3538,11.7861,Germany,Europe,Western Europe,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Singapore Airlines,6246,12:59,77W,Boeing 777-300ER,396
122,MXP,Milan-Malpensa Airport,45.6306,8.72811,Italy,Europe,Southern Europe,BCN,Barcelona El Prat Airport,41.2971,2.07846,Spain,Europe,Southern Europe,Singapore Airlines,447,1:23,77W,Boeing 777-300ER,396
123,MXP,Milan-Malpensa Airport,45.6306,8.72811,Italy,Europe,Southern Europe,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Singapore Airlines,6402,13:18,77W,Boeing 777-300ER,396
124,NGO,Chubu Centrair International Airport,34.8584,136.805,Japan,Asia,Eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Singapore Airlines,3130,6:45,333,Airbus A330-300,440
125,NRT,Narita International Airport,35.7653,140.386,Japan,Asia,Eastern Asia,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,Singapore Airlines,5436,11:22,388,Airbus A380-800,575
126,NRT,Narita International Airport,35.7653,140.386,Japan,Asia,Eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Singapore Airlines,3327,7:09,77W,Boeing 777-300ER,396
127,NRT,Narita International Airport,35.7653,140.386,Japan,Asia,Eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Singapore Airlines,3327,7:09,388,Airbus A380-800,575
128,PEK,Beijing Capital International Airport,40.0725,116.598,China,Asia,Eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Singapore Airlines,2788,6:04,773,Boeing 777-300,451
129,PEK,Beijing Capital International Airport,40.0725,116.598,China,Asia,Eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Singapore Airlines,2788,6:04,333,Airbus A330-300,440
130,PEK,Beijing Capital International Airport,40.0725,116.598,China,Asia,Eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Singapore Airlines,2788,6:04,772,Boeing 777-200,396
131,PEK,Beijing Capital International Airport,40.0725,116.598,China,Asia,Eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Singapore Airlines,2788,6:04,77W,Boeing 777-300ER,396
132,PEN,Penang International Airport,5.29714,100.277,Malaysia,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Singapore Airlines,374,1:14,320,Airbus A320-100/200,180
133,PEN,Penang International Airport,5.29714,100.277,Malaysia,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Singapore Airlines,374,1:14,738,Boeing 737-800,189
134,PEN,Penang International Airport,5.29714,100.277,Malaysia,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Singapore Airlines,374,1:14,319,Airbus A319,160
135,PER,Perth Airport,-31.9403,115.967,Australia,Oceania,Australia and New Zealand,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Singapore Airlines,2428,5:21,333,Airbus A330-300,440
136,PER,Perth Airport,-31.9403,115.967,Australia,Oceania,Australia and New Zealand,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Singapore Airlines,2428,5:21,772,Boeing 777-200,396
137,PKU,Sultan Syarif Kasim II International Airport,0.460786,101.445,Indonesia,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Singapore Airlines,186,0:52,319,Airbus A319,160
138,PLM,Sultan Mahmud Badaruddin II International Airport,-2.89825,104.7,Indonesia,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Singapore Airlines,297,1:05,319,Airbus A319,160
139,PNH,Phnom Penh International Airport,11.5466,104.844,Cambodia,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Singapore Airlines,706,1:54,320,Airbus A320-100/200,180
140,PVG,Shanghai Pudong International Airport,31.1434,121.805,China,Asia,Eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Singapore Airlines,2363,5:13,388,Airbus A380-800,575
141,PVG,Shanghai Pudong International Airport,31.1434,121.805,China,Asia,Eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Singapore Airlines,2363,5:13,772,Boeing 777-200,396
142,PVG,Shanghai Pudong International Airport,31.1434,121.805,China,Asia,Eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Singapore Airlines,2363,5:13,77W,Boeing 777-300ER,396
143,REP,Siem Reap International Airport (Angkor Int'l),13.4107,103.813,Cambodia,Asia,South-eastern Asia,DAD,Da Nang International Airport,16.0439,108.199,Viet Nam,Asia,South-eastern Asia,Singapore Airlines,344,1:11,738,Boeing 737-800,189
144,REP,Siem Reap International Airport (Angkor Int'l),13.4107,103.813,Cambodia,Asia,South-eastern Asia,PNH,Phnom Penh International Airport,11.5466,104.844,Cambodia,Asia,South-eastern Asia,Singapore Airlines,146,0:47,320,Airbus A320-100/200,180
145,REP,Siem Reap International Airport (Angkor Int'l),13.4107,103.813,Cambodia,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Singapore Airlines,832,2:09,738,Boeing 737-800,189
146,REP,Siem Reap International Airport (Angkor Int'l),13.4107,103.813,Cambodia,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Singapore Airlines,832,2:09,320,Airbus A320-100/200,180
147,RGN,Yangon International Airport,16.9073,96.1332,Myanmar,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Singapore Airlines,1199,2:53,333,Airbus A330-300,440
148,RUH,King Khalid International Airport,24.9576,46.6988,Saudi Arabia,Asia,Western Asia,JED,King Abdulaziz International Airport,21.6796,39.1565,Saudi Arabia,Asia,Western Asia,Singapore Airlines,529,1:33,333,Airbus A330-300,440
149,RUH,King Khalid International Airport,24.9576,46.6988,Saudi Arabia,Asia,Western Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Singapore Airlines,4144,8:47,333,Airbus A330-300,440
150,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,HKG,Hong Kong International Airport (Chek Lap Kok Airport),22.3089,113.915,Hong Kong,Asia,Eastern Asia,Singapore Airlines,6910,14:19,77W,Boeing 777-300ER,396
151,SFO,San Francisco International Airport,37.619,-122.375,United States of America,Americas,Northern America,ICN,Incheon International Airport,37.4633,126.44,"Korea, Republic of",Asia,Eastern Asia,Singapore Airlines,5642,11:47,77W,Boeing 777-300ER,396
152,SGN,Tan Son Nhat International Airport,10.8188,106.652,Viet Nam,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Singapore Airlines,678,1:51,772,Boeing 777-200,396
153,SGN,Tan Son Nhat International Airport,10.8188,106.652,Viet Nam,Asia,South-eastern Asia,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,Singapore Airlines,678,1:51,333,Airbus A330-300,440
154,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,ADL,Adelaide Airport,-34.945,138.531,Australia,Oceania,Australia and New Zealand,Singapore Airlines,3354,7:12,333,Airbus A330-300,440
155,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,AKL,Auckland Airport,-37.0081,174.792,New Zealand,Oceania,Australia and New Zealand,Singapore Airlines,5221,10:56,772,Boeing 777-200,396
156,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,AKL,Auckland Airport,-37.0081,174.792,New Zealand,Oceania,Australia and New Zealand,Singapore Airlines,5221,10:56,77W,Boeing 777-300ER,396
157,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,AMD,Sardar Vallabhbhai Patel International Airport,23.0772,72.6347,India,Asia,Southern Asia,Singapore Airlines,2581,5:39,333,Airbus A330-300,440
158,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,AMS,Amsterdam Airport Schiphol,52.3086,4.76389,"Netherlands, Kingdom of the",Europe,Western Europe,Singapore Airlines,6529,13:33,77W,Boeing 777-300ER,396
159,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,AMS,Amsterdam Airport Schiphol,52.3086,4.76389,"Netherlands, Kingdom of the",Europe,Western Europe,Singapore Airlines,6529,13:33,772,Boeing 777-200,396
160,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,BCN,Barcelona El Prat Airport,41.2971,2.07846,Spain,Europe,Southern Europe,Singapore Airlines,6768,14:02,77W,Boeing 777-300ER,396
161,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,BDO,Husein Sastranegara International Airport,-6.90063,107.576,Indonesia,Asia,South-eastern Asia,Singapore Airlines,620,1:44,319,Airbus A319,160
162,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,BKI,Kota Kinabalu International Airport,5.93721,116.051,Malaysia,Asia,South-eastern Asia,Singapore Airlines,889,2:16,320,Airbus A320-100/200,180
163,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,BKI,Kota Kinabalu International Airport,5.93721,116.051,Malaysia,Asia,South-eastern Asia,Singapore Airlines,889,2:16,319,Airbus A319,160
164,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,BKK,Suvarnabhumi Airport,13.6811,100.747,Thailand,Asia,South-eastern Asia,Singapore Airlines,879,2:15,772,Boeing 777-200,396
165,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,BKK,Suvarnabhumi Airport,13.6811,100.747,Thailand,Asia,South-eastern Asia,Singapore Airlines,879,2:15,333,Airbus A330-300,440
166,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,BKK,Suvarnabhumi Airport,13.6811,100.747,Thailand,Asia,South-eastern Asia,Singapore Airlines,879,2:15,763,Boeing 767-300,269
167,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,BLR,Kempegowda International Airport,13.1979,77.7063,India,Asia,Southern Asia,Singapore Airlines,1974,4:26,772,Boeing 777-200,396
168,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,BNE,Brisbane Airport,-27.3842,153.117,Australia,Oceania,Australia and New Zealand,Singapore Airlines,3814,8:07,333,Airbus A330-300,440
169,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,BOM,Chhatrapati Shivaji International Airport,19.0887,72.8679,India,Asia,Southern Asia,Singapore Airlines,2435,5:22,772,Boeing 777-200,396
170,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,BOM,Chhatrapati Shivaji International Airport,19.0887,72.8679,India,Asia,Southern Asia,Singapore Airlines,2435,5:22,77W,Boeing 777-300ER,396
171,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,BPN,Sultan Aji Muhammad Sulaiman Airport,-1.26827,116.894,Indonesia,Asia,South-eastern Asia,Singapore Airlines,908,2:18,319,Airbus A319,160
172,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,BPN,Sultan Aji Muhammad Sulaiman Airport,-1.26827,116.894,Indonesia,Asia,South-eastern Asia,Singapore Airlines,908,2:18,320,Airbus A320-100/200,180
173,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,BWN,Brunei International Airport,4.9442,114.928,Brunei Darussalam,Asia,South-eastern Asia,Singapore Airlines,793,2:05,773,Boeing 777-300,451
174,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,BWN,Brunei International Airport,4.9442,114.928,Brunei Darussalam,Asia,South-eastern Asia,Singapore Airlines,793,2:05,320,Airbus A320-100/200,180
175,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,CAN,Guangzhou Baiyun International Airport,23.3924,113.299,China,Asia,Eastern Asia,Singapore Airlines,1644,3:47,333,Airbus A330-300,440
176,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,CCU,Netaji Subhas Chandra Bose International Airport,22.6547,88.4467,India,Asia,Southern Asia,Singapore Airlines,1803,4:06,333,Airbus A330-300,440
177,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,CDG,Paris Charles de Gaulle Airport,49.0097,2.54778,France,Europe,Western Europe,Singapore Airlines,6660,13:49,388,Airbus A380-800,575
178,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,CEB,Mactan-Cebu International Airport,10.3075,123.979,Philippines,Asia,South-eastern Asia,Singapore Airlines,1504,3:30,320,Airbus A320-100/200,180
179,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,CEB,Mactan-Cebu International Airport,10.3075,123.979,Philippines,Asia,South-eastern Asia,Singapore Airlines,1504,3:30,738,Boeing 737-800,189
180,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,CGK,Soekarno–Hatta International Airport,-6.12556,106.656,Indonesia,Asia,South-eastern Asia,Singapore Airlines,547,1:35,773,Boeing 777-300,451
181,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,CGK,Soekarno–Hatta International Airport,-6.12556,106.656,Indonesia,Asia,South-eastern Asia,Singapore Airlines,547,1:35,772,Boeing 777-200,396
182,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,CHC,Christchurch International Airport,-43.4894,172.532,New Zealand,Oceania,Australia and New Zealand,Singapore Airlines,5218,10:56,772,Boeing 777-200,396
183,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,CJB,Coimbatore International Airport,11.03,77.0434,India,Asia,Southern Asia,Singapore Airlines,1964,4:25,320,Airbus A320-100/200,180
184,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,CKG,Chongqing Jiangbei International Airport,29.7192,106.642,China,Asia,Eastern Asia,Singapore Airlines,1966,4:25,320,Airbus A320-100/200,180
185,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,CKG,Chongqing Jiangbei International Airport,29.7192,106.642,China,Asia,Eastern Asia,Singapore Airlines,1966,4:25,319,Airbus A319,160
186,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,CMB,Bandaranaike International Airport,7.18076,79.8841,Sri Lanka,Asia,Southern Asia,Singapore Airlines,1707,3:54,333,Airbus A330-300,440
187,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,CNX,Chiang Mai International Airport,18.7668,98.9626,Thailand,Asia,South-eastern Asia,Singapore Airlines,1250,3:00,320,Airbus A320-100/200,180
188,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,COK,Cochin International Airport (Nedumbassery Airport),10.152,76.4019,India,Asia,Southern Asia,Singapore Airlines,1988,4:28,320,Airbus A320-100/200,180
189,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,COK,Cochin International Airport (Nedumbassery Airport),10.152,76.4019,India,Asia,Southern Asia,Singapore Airlines,1988,4:28,738,Boeing 737-800,189
190,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,COK,Cochin International Airport (Nedumbassery Airport),10.152,76.4019,India,Asia,Southern Asia,Singapore Airlines,1988,4:28,319,Airbus A319,160
191,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,CPH,Copenhagen Airport,55.6179,12.656,Denmark,Europe,Northern Europe,Singapore Airlines,6190,12:52,772,Boeing 777-200,396
192,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,CSX,Changsha Huanghua International Airport,28.1892,113.22,China,Asia,Eastern Asia,Singapore Airlines,1950,4:24,320,Airbus A320-100/200,180
193,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,CTU,Chengdu Shuangliu International Airport,30.5785,103.947,China,Asia,Eastern Asia,Singapore Airlines,2018,4:32,320,Airbus A320-100/200,180
194,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,CTU,Chengdu Shuangliu International Airport,30.5785,103.947,China,Asia,Eastern Asia,Singapore Airlines,2018,4:32,319,Airbus A319,160
195,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,DAC,Hazrat Shahjalal International Airport,23.8433,90.3978,Bangladesh,Asia,Southern Asia,Singapore Airlines,1799,4:05,333,Airbus A330-300,440
196,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,DAD,Da Nang International Airport,16.0439,108.199,Viet Nam,Asia,South-eastern Asia,Singapore Airlines,1054,2:36,738,Boeing 737-800,189
197,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,DAD,Da Nang International Airport,16.0439,108.199,Viet Nam,Asia,South-eastern Asia,Singapore Airlines,1054,2:36,319,Airbus A319,160
198,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,DAD,Da Nang International Airport,16.0439,108.199,Viet Nam,Asia,South-eastern Asia,Singapore Airlines,1054,2:36,320,Airbus A320-100/200,180
199,SIN,Singapore Changi Airport,1.35019,103.994,Singapore,Asia,South-eastern Asia,DEL,Indira Gandhi International Airport,28.5665,77.1031,India,Asia,Southern Asia,Singapore Airlines,2583,5:39,772,Boeing 777-200,396
